Job Title;Job Description;Job Payment;Job Link
Web Developer for Script Management System Integration with PlayTube;i am seeking a skilled web developer to implement a script management and breakdown system within our existing PlayTube-based website. i already have HTML templates for the required pages. The develop;Est. budget: $120.00;https://www.upwork.com/freelance-jobs/apply/Web-Developer-for-Script-Management-System-Integration-with-PlayTube_~021837833772680663982
Resolving CORS issue in gcloud;I have a small project in Flutterflow. Flutterflow has an inbuilt integration with Razorpay. And I am using Firestore and gcloud. When I execute Razorpay, I am getting the error as attached below. N;Hourly;https://www.upwork.com/freelance-jobs/apply/Resolving-CORS-issue-gcloud_~021837756175920450273
Data pull from app;I need the offers from app pulled and created into a spreadsheet;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Data-pull-from-app_~021837707349905206623
TTS AI Model;I need someone to help me find and test a good open source Text To Speech model, they will also need to test it to make sure it works.I one look for one that is fast and with good output;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/TTS-Model_~021837621466057218896
Health In Your Hands;Creating a working prototype:Need an IOS App that takes information and displays a dashboard of charts and tables. Develop process to get data from carriers through api's or SFTP. To fill a DB corre;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Health-Your-Hands_~021837608983611382608
"Data Analyst Needed for Lookup Function and App Script Automation
";I am looking for a freelancer to help me with a data project. I have two files: one containing employee data and the other containing their department data. I need you to apply a lookup function to ge;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Data-Analyst-Needed-for-Lookup-Function-and-App-Script-Automation_~021837532976503060767
Python Django Expert Needed;IF YOUR LOOKING FOR A 5* REVIEW THEN PLEASE APPLY TO THIS JOB THIS IS A GREAT WAY TO BOOST YOUR FREELANCE CAREERI need someone to convert the code i attach to Django and provide a basic frontend so ;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Django-Expert-Needed_~021837489896627132703
Python Software Engineer for Data Science Projects;We are seeking a skilled Python Software Engineer with expertise in data science to join our team. The ideal candidate will be responsible for developing data-driven solutions, implementing machine le;Hourly;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Software-Engineer-for-Data-Science-Projects_~021837424644580167019
Full-stack and Python;I'm looking for someone who can help me set-up and use these tools: Flipper Zero, Proxmark, and more. I want good knowledgeable freelancers in Python and into Linux.;Hourly: $3.00 - $3.00 ;https://www.upwork.com/freelance-jobs/apply/Full-stack-and-span-class-highlight-Python-span_~021837411985912070020
Full-Stack Developer for AI-Powered Script Analysis ;Project Overview:We are seeking a skilled full-stack developer to create a web application that analyzes movie/story scripts and automatically populates various pages with relevant information. The a;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer-for-Powered-Script-Analysis_~021837391708669156176
[Urgent] Need to fix a python script;Good morning,I have a python script that do some scraping and automation that is not working anymore.Will give you more informations when applying to the job. I need someone to fix it quickly pleas;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Urgent-Need-fix-span-class-highlight-python-span-script_~021837383718692023647
Retrieve a Knowledge Base from a Website using AI / Langchain;Hi! I am building a chatbot, and I need to be able to generate a knowledge base from a website, it could be done via API or code, I need to learn how to do it so I can implement this in my workflows. ;Hourly: $10.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/Retrieve-Knowledge-Base-from-Website-using-Langchain_~021837380742532299039
World AI Conference Scraping // 世界人工智能大会;There are three components of this research about global AI governance and China's world stage, the World Artificial Intelligence Conference. 1) I would like to scrape the attendance records of the ;Hourly: $5.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/World-Conference-Scraping_~021837237732558339972
Experienced Python Data Engineer III Needed for Data Pipeline Development;We are seeking a skilled Python Data Engineer III to join our team and work on building and optimizing data pipelines for our analytics platform. The ideal candidate should have a strong background in;Hourly;https://www.upwork.com/freelance-jobs/apply/Experienced-span-class-highlight-Python-span-Data-Engineer-III-Needed-for-Data-Pipeline-Development_~021837193696815610143
Telegram bot related project;I'm looking for a Telegram bot that focuses primarily on anonymizing users in a private group. This bot should assign pseudonyms to group members, ensuring their identities remain private and protecte;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Telegram-bot-related-project_~021837195296981221252
Ninja Trader 8 & strong C# programming  ( Urgent Project);I'm seeking a skilled Algo developer with substantial Ninja Trader 8 experience and strong C# programming skills. The goal is to create an automated trend-following trading strategy using a modified V;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/Ninja-Trader-strong-programming-Urgent-Project_~021837141718916759428
(hourly) Evaluate software engineering exercises – seeking long-term work;We're a startup on a mission to make the software engineer hiring process more evidence-based and fair. We're looking for a few great people to join our scenario analysis team, where you'll help us ev;Hourly: $11.00 - $11.00 ;https://www.upwork.com/freelance-jobs/apply/hourly-Evaluate-software-engineering-exercises-seeking-long-term-work_~021837139079825288543
Odoo Functional Consultant Needed (Spanish Speaking);**Job Description:**We are excited to announce an opening for an experienced Odoo Functional Consultant to join our dynamic team. As a key member of our organization, you will play a crucial role in;Hourly: $10.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/Odoo-Functional-Consultant-Needed-Spanish-Speaking_~021837134745873994670
AI Workflow for Prompt Chaining - Create long form text content based on an Outline - How to?;I'm seeking someone to teach me how to create an automated system for AI-driven book writing using prompt chaining techniques. The goal is to learn how to input a book outline and generate long-form c;Est. budget: $25.00;https://www.upwork.com/freelance-jobs/apply/Workflow-for-Prompt-Chaining-Create-long-form-text-content-based-Outline-How_~021837127330859317535
Storeleads Expert for E-commerce Data Scraping (Hourly);We're seeking a skilled freelancer who has access to the Storeleads platform (https://storeleads.app/) to help us scrape E-commerce data. This is an ongoing, hourly paid project where you'll be provid;Hourly: $4.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Storeleads-Expert-for-commerce-Data-Scraping-Hourly_~021837119659976423711
Convert large File  XML  to CSV;we have circa 6000 lines of data that needs some justification and cleansing. not a major job so will be required to be done fairly quickly. ;Hourly: $3.00 - $15.00 ;https://www.upwork.com/freelance-jobs/apply/Convert-large-File-XML-CSV_~021837086671632648929
Full Stack Developer Needed;IF YOUR LOOKING FOR A 5* REVIEW APPLY TO THIS JOBI need someone who can clean up my code i have sent here and also analyse for any security flaws for when it goes productionI need this all clean;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer-Needed_~021837061751355996447
Data processing and Analysis ;A datasheet will be providednin Excel. Your will be responsible for analysing and bringing out the losses for each site;Hourly: $7.00 - $20.00 ;https://www.upwork.com/freelance-jobs/apply/Data-processing-and-Analysis_~021837023835845545323
Ninja Trader 8 Algo  ( Urgent Project);I'm seeking a skilled Algo developer with substantial Ninja Trader 8 experience and strong C# programming skills. The goal is to create an automated trend-following trading strategy using a modified V;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/Ninja-Trader-Algo-Urgent-Project_~021837014084218329936
